event_type,start,workcenter_resource_id,human_resource_id
Production,2023-12-27T15:13:20.258147615,1,1
Setup,2023-12-27T15:13:20.258149379,1,2
Setup,2023-12-27T15:13:20.258150721,1,1
Setup,2023-12-27T15:13:20.258151973,1,1
Setup,2023-12-27T15:13:20.258153787,1,2
Setup,2023-12-27T15:13:20.258155260,1,1
Setup,2023-12-27T15:13:20.258156672,1,2
Setup,2023-12-27T15:13:20.258157905,1,2
Setup,2023-12-27T15:13:20.258178083,1,1
Setup,2023-12-27T15:13:20.258179736,1,2
Setup,2023-12-27T15:13:20.258181018,1,1
Setup,2023-12-27T15:13:20.258182250,1,1
Setup,2023-12-27T15:13:20.258184014,1,2
Blocked,2023-12-27T15:13:20.258185376,1,0
Blocked,2023-12-27T15:13:20.258186468,1,0
Production,2023-12-27T15:13:20.258188151,1,2
Production,2023-12-27T15:13:20.258189424,1,1
Production,2023-12-27T15:13:20.258190646,1,2
Production,2023-12-27T15:13:20.258195445,1,2
Production,2023-12-27T15:13:20.258196647,1,2
Production,2023-12-27T15:13:20.258198421,1,2
Production,2023-12-27T15:13:20.258199733,1,2
Production,2023-12-27T15:13:20.258201537,1,1
Production,2023-12-27T15:13:20.258221865,1,2
Production,2023-12-27T15:13:20.258223288,1,1
Production,2023-12-27T15:13:20.258224500,1,2
Production,2023-12-27T15:13:20.258226413,1,2
Production,2023-12-27T15:13:20.258227606,1,1
Production,2023-12-27T15:13:20.258229650,1,2
Production,2023-12-27T15:13:20.258231202,1,2
Production,2023-12-27T15:13:20.258232565,1,1
Production,2023-12-27T15:13:20.258233867,1,1
Production,2023-12-27T15:13:20.258235701,1,1
Production,2023-12-27T15:13:20.258236903,1,1
Production,2023-12-27T15:13:20.258238727,1,2
Setup,2023-12-27T15:13:20.258240440,1,1
Setup,2023-12-27T15:13:20.258260247,1,2
Setup,2023-12-27T15:13:20.258261469,1,1
Setup,2023-12-27T15:13:20.258263473,1,1
Setup,2023-12-27T15:13:20.258264766,1,2
Setup,2023-12-27T15:13:20.258266900,1,1
Blocked,2023-12-27T15:13:20.258268262,1,0
Blocked,2023-12-27T15:13:20.258269274,1,0
Production,2023-12-27T15:13:20.258270787,1,2
Production,2023-12-27T15:13:20.258271989,1,1
Production,2023-12-27T15:13:20.258273332,1,1
Production,2023-12-27T15:13:20.258275205,1,1
Production,2023-12-27T15:13:20.258276387,1,1
Production,2023-12-27T15:13:20.258278131,1,2
Production,2023-12-27T15:13:20.258279603,1,2
Production,2023-12-27T15:13:20.258280876,1,1
Production,2023-12-27T15:13:20.258303709,1,1
Production,2023-12-27T15:13:20.258305723,1,1
Production,2023-12-27T15:13:20.258306925,1,2
Production,2023-12-27T15:13:20.258308738,1,1
Production,2023-12-27T15:13:20.258310211,1,2
Production,2023-12-27T15:13:20.258311473,1,2
Setup,2023-12-27T15:13:20.258313056,1,1
Setup,2023-12-27T15:13:20.258314449,1,1
Blocked,2023-12-27T15:13:20.258315872,1,0
Blocked,2023-12-27T15:13:20.258316904,1,0
Setup,2023-12-27T15:13:20.258318346,1,2
Setup,2023-12-27T15:13:20.258319739,1,1
Setup,2023-12-27T15:13:20.258321031,1,1
Setup,2023-12-27T15:13:20.258341520,1,2
Blocked,2023-12-27T15:13:20.258343033,1,0
Blocked,2023-12-27T15:13:20.258344135,1,0
Blocked,2023-12-27T15:13:20.258345457,1,0
Blocked,2023-12-27T15:13:20.258346469,1,0
Production,2023-12-27T15:13:20.258347962,1,1
Production,2023-12-27T15:13:20.258349435,1,2
Production,2023-12-27T15:13:20.258350918,1,1
Production,2023-12-27T15:13:20.258352982,1,1
Production,2023-12-27T15:13:20.258354194,1,2
Production,2023-12-27T15:13:20.258356127,1,2
Production,2023-12-27T15:13:20.258357380,1,1
Production,2023-12-27T15:13:20.258359414,1,1
Production,2023-12-27T15:13:20.258360666,1,2
Production,2023-12-27T15:13:20.258381245,1,2
Production,2023-12-27T15:13:20.258382577,1,2
Production,2023-12-27T15:13:20.258384481,1,2
Production,2023-12-27T15:13:20.258385723,1,1
Production,2023-12-27T15:13:20.258387597,1,2
Setup,2023-12-27T15:13:20.258389450,1,1
Setup,2023-12-27T15:13:20.258390773,1,2
Setup,2023-12-27T15:13:20.258392125,1,1
Setup,2023-12-27T15:13:20.258393908,1,1
Setup,2023-12-27T15:13:20.258395151,1,1
Setup,2023-12-27T15:13:20.258397024,1,2
Blocked,2023-12-27T15:13:20.258398447,1,0
Blocked,2023-12-27T15:13:20.258399489,1,0
Setup,2023-12-27T15:13:20.258400972,1,1
Setup,2023-12-27T15:13:20.258420759,1,2
Setup,2023-12-27T15:13:20.258422011,1,2
Setup,2023-12-27T15:13:20.258424035,1,1
Setup,2023-12-27T15:13:20.258425538,1,2
Setup,2023-12-27T15:13:20.258426760,1,1
Setup,2023-12-27T15:13:20.258428173,1,2
Setup,2023-12-27T15:13:20.258430167,1,1
Blocked,2023-12-27T15:13:20.258431549,1,0
Blocked,2023-12-27T15:13:20.258432551,1,0
Production,2023-12-27T15:13:20.258433974,1,2
Production,2023-12-27T15:13:20.258435256,1,2
Blocked,2023-12-27T15:13:20.258436639,1,0
Blocked,2023-12-27T15:13:20.258437651,1,0
Setup,2023-12-27T15:13:20.258439204,1,1
Setup,2023-12-27T15:13:20.258440616,1,2
Setup,2023-12-27T15:13:20.258441879,1,1
Setup,2023-12-27T15:13:20.258462417,1,1
Setup,2023-12-27T15:13:20.258463760,1,1
Setup,2023-12-27T15:13:20.258465714,1,1
Setup,2023-12-27T15:13:20.258466916,1,1
Setup,2023-12-27T15:13:20.258468759,1,2
Setup,2023-12-27T15:13:20.258470462,1,1
Setup,2023-12-27T15:13:20.258471735,1,2
Setup,2023-12-27T15:13:20.258472957,1,1
Setup,2023-12-27T15:13:20.258474791,1,2
Blocked,2023-12-27T15:13:20.258476233,1,0
Blocked,2023-12-27T15:13:20.258477265,1,0
Setup,2023-12-27T15:13:20.258478758,1,1
Setup,2023-12-27T15:13:20.258480091,1,1
Production,2023-12-27T15:13:20.258481674,1,2
Production,2023-12-27T15:13:20.258482896,1,1
Production,2023-12-27T15:13:20.258484208,1,1
Production,2023-12-27T15:13:20.258504657,1,1
Production,2023-12-27T15:13:20.258505979,1,1
Production,2023-12-27T15:13:20.258508143,1,1
Production,2023-12-27T15:13:20.258515788,1,2
Production,2023-12-27T15:13:20.258517731,1,1
Production,2023-12-27T15:13:20.258519374,1,2
Production,2023-12-27T15:13:20.258520647,1,2
Blocked,2023-12-27T15:13:20.258521999,1,0
Blocked,2023-12-27T15:13:20.258523091,1,0
Setup,2023-12-27T15:13:20.258524654,1,2
Setup,2023-12-27T15:13:20.258525887,1,1
Setup,2023-12-27T15:13:20.258527410,1,2
Setup,2023-12-27T15:13:20.258529253,1,2
Setup,2023-12-27T15:13:20.258549181,1,1
Setup,2023-12-27T15:13:20.258551214,1,1
Setup,2023-12-27T15:13:20.258552457,1,2
Setup,2023-12-27T15:13:20.258554320,1,2
Setup,2023-12-27T15:13:20.258555543,1,2
Setup,2023-12-27T15:13:20.258557396,1,1
Production,2023-12-27T15:13:20.258559089,1,1
Production,2023-12-27T15:13:20.258560612,1,1
Blocked,2023-12-27T15:13:20.258564730,1,0
Blocked,2023-12-27T15:13:20.258565782,1,0
Production,2023-12-27T15:13:20.258567245,1,2
Production,2023-12-27T15:13:20.258568767,1,2
Production,2023-12-27T15:13:20.258589316,1,1
Production,2023-12-27T15:13:20.258590659,1,2
Production,2023-12-27T15:13:20.258592151,1,2
Production,2023-12-27T15:13:20.258594185,1,1
Production,2023-12-27T15:13:20.258595798,1,2
Production,2023-12-27T15:13:20.258597121,1,2
Blocked,2023-12-27T15:13:20.258598473,1,0
Blocked,2023-12-27T15:13:20.258599475,1,0
Production,2023-12-27T15:13:20.258601038,1,2
Production,2023-12-27T15:13:20.258602401,1,2
Blocked,2023-12-27T15:13:20.258603763,1,0
Blocked,2023-12-27T15:13:20.258604785,1,0
Setup,2023-12-27T15:13:20.258606258,1,1
Setup,2023-12-27T15:13:20.258607550,1,2
Setup,2023-12-27T15:13:20.258627388,1,2
Setup,2023-12-27T15:13:20.258629351,1,2
Setup,2023-12-27T15:13:20.258630684,1,2
Setup,2023-12-27T15:13:20.258632587,1,1
Blocked,2023-12-27T15:13:20.258633920,1,0
Blocked,2023-12-27T15:13:20.258635032,1,0
Blocked,2023-12-27T15:13:20.258636375,1,0
Blocked,2023-12-27T15:13:20.258637417,1,0
Production,2023-12-27T15:13:20.258638849,1,2
Production,2023-12-27T15:13:20.258640072,1,2
Production,2023-12-27T15:13:20.258641564,1,1
Production,2023-12-27T15:13:20.258643047,1,1
Setup,2023-12-27T15:13:20.258644550,1,1
Setup,2023-12-27T15:13:20.258646053,1,2
Setup,2023-12-27T15:13:20.258647325,1,2
Setup,2023-12-27T15:13:20.258649119,1,2
Setup,2023-12-27T15:13:20.258650371,1,2
Setup,2023-12-27T15:13:20.258670879,1,1
Production,2023-12-27T15:13:20.258672673,1,2
Production,2023-12-27T15:13:20.258674065,1,2
Blocked,2023-12-27T15:13:20.258675428,1,0
Blocked,2023-12-27T15:13:20.258676510,1,0
Blocked,2023-12-27T15:13:20.258677913,1,0
Blocked,2023-12-27T15:13:20.258678965,1,0
Blocked,2023-12-27T15:13:20.258680307,1,0
Blocked,2023-12-27T15:13:20.258681249,1,0
Production,2023-12-27T15:13:20.258682962,1,1
Production,2023-12-27T15:13:20.258684365,1,2
Production,2023-12-27T15:13:20.258685737,1,1
Production,2023-12-27T15:13:20.258687641,1,1
Production,2023-12-27T15:13:20.258688853,1,1
Production,2023-12-27T15:13:20.258709352,1,2
Production,2023-12-27T15:13:20.258711045,1,1
Production,2023-12-27T15:13:20.258712428,1,2
Production,2023-12-27T15:13:20.258713720,1,2
Production,2023-12-27T15:13:20.258715533,1,1
Production,2023-12-27T15:13:20.258717046,1,1
Production,2023-12-27T15:13:20.258718279,1,2
Production,2023-12-27T15:13:20.258719501,1,2
Production,2023-12-27T15:13:20.258721384,1,2
Production,2023-12-27T15:13:20.258722787,1,2
Production,2023-12-27T15:13:20.258724510,1,2
Production,2023-12-27T15:13:20.258725763,1,2
Production,2023-12-27T15:13:20.258727606,1,2
Production,2023-12-27T15:13:20.258728768,1,1
Production,2023-12-27T15:13:20.258730692,1,2
Blocked,2023-12-27T15:13:20.258750830,1,0
Blocked,2023-12-27T15:13:20.258751952,1,0
Setup,2023-12-27T15:13:20.258753665,1,2
Setup,2023-12-27T15:13:20.258754998,1,2
Blocked,2023-12-27T15:13:20.258756320,1,0
Blocked,2023-12-27T15:13:20.258757392,1,0
Setup,2023-12-27T15:13:20.258759296,1,2
Setup,2023-12-27T15:13:20.258760628,1,1
Setup,2023-12-27T15:13:20.258761881,1,1
Setup,2023-12-27T15:13:20.258763854,1,1
Setup,2023-12-27T15:13:20.258765117,1,2
Setup,2023-12-27T15:13:20.258767120,1,1
Blocked,2023-12-27T15:13:20.258768573,1,0
Blocked,2023-12-27T15:13:20.258769565,1,0
Production,2023-12-27T15:13:20.258771048,1,1
Production,2023-12-27T15:13:20.258791396,1,1
Setup,2023-12-27T15:13:20.258793139,1,1
Setup,2023-12-27T15:13:20.258794392,1,1
Blocked,2023-12-27T15:13:20.258795794,1,0
Blocked,2023-12-27T15:13:20.258796906,1,0
Blocked,2023-12-27T15:13:20.258798269,1,0
Blocked,2023-12-27T15:13:20.258799231,1,0
Production,2023-12-27T15:13:20.258800734,1,2
Production,2023-12-27T15:13:20.258802206,1,1
Production,2023-12-27T15:13:20.258803419,1,2
Production,2023-12-27T15:13:20.258805483,1,2
Production,2023-12-27T15:13:20.258806685,1,1
Production,2023-12-27T15:13:20.258808558,1,2
Production,2023-12-27T15:13:20.258810021,1,2
Production,2023-12-27T15:13:20.258830239,1,2
Blocked,2023-12-27T15:13:20.258831772,1,0
Blocked,2023-12-27T15:13:20.258832814,1,0
Production,2023-12-27T15:13:20.258834347,1,2
Production,2023-12-27T15:13:20.258835649,1,2
Production,2023-12-27T15:13:20.258837152,1,1
Production,2023-12-27T15:13:20.258838585,1,1
Setup,2023-12-27T15:13:20.258840078,1,1
Setup,2023-12-27T15:13:20.258841320,1,2
Setup,2023-12-27T15:13:20.258842643,1,2
Setup,2023-12-27T15:13:20.258844436,1,2
Setup,2023-12-27T15:13:20.258845708,1,2
Setup,2023-12-27T15:13:20.258847632,1,1
Blocked,2023-12-27T15:13:20.258848974,1,0
Blocked,2023-12-27T15:13:20.258850026,1,0
Production,2023-12-27T15:13:20.258851559,1,2
Production,2023-12-27T15:13:20.258871286,1,2
Blocked,2023-12-27T15:13:20.258872789,1,0
Blocked,2023-12-27T15:13:20.258873811,1,0
Setup,2023-12-27T15:13:20.258875284,1,2
Setup,2023-12-27T15:13:20.258876636,1,2
Setup,2023-12-27T15:13:20.258878159,1,2
Setup,2023-12-27T15:13:20.258879442,1,2
Setup,2023-12-27T15:13:20.258880925,1,1
Setup,2023-12-27T15:13:20.258882337,1,2
Setup,2023-12-27T15:13:20.258883600,1,2
Setup,2023-12-27T15:13:20.258885443,1,1
Setup,2023-12-27T15:13:20.258887016,1,2
Setup,2023-12-27T15:13:20.258888268,1,2
Setup,2023-12-27T15:13:20.258889721,1,1
Setup,2023-12-27T15:13:20.258890923,1,2
Setup,2023-12-27T15:13:20.258892256,1,1
Setup,2023-12-27T15:13:20.258913346,1,1
Setup,2023-12-27T15:13:20.258914738,1,1
Setup,2023-12-27T15:13:20.258916562,1,1
Setup,2023-12-27T15:13:20.258917824,1,1
Setup,2023-12-27T15:13:20.258922242,1,2
Setup,2023-12-27T15:13:20.258923845,1,2
Setup,2023-12-27T15:13:20.258925158,1,2
Setup,2023-12-27T15:13:20.258926751,1,1
Setup,2023-12-27T15:13:20.258928013,1,1
Production,2023-12-27T15:13:20.258929526,1,1
Production,2023-12-27T15:13:20.258931029,1,2
Production,2023-12-27T15:13:20.258932281,1,2
Production,2023-12-27T15:13:20.258934014,1,1
Production,2023-12-27T15:13:20.258954433,1,1
Production,2023-12-27T15:13:20.258955835,1,1
Blocked,2023-12-27T15:13:20.258957268,1,0
Blocked,2023-12-27T15:13:20.258958390,1,0
Setup,2023-12-27T15:13:20.258959963,1,1
Setup,2023-12-27T15:13:20.258961356,1,2
Setup,2023-12-27T15:13:20.258962698,1,1
Setup,2023-12-27T15:13:20.258964512,1,2
Blocked,2023-12-27T15:13:20.258965874,1,0
Blocked,2023-12-27T15:13:20.258966946,1,0
Production,2023-12-27T15:13:20.258968459,1,1
Production,2023-12-27T15:13:20.258969752,1,1
Production,2023-12-27T15:13:20.258971345,1,1
Production,2023-12-27T15:13:20.258972687,1,1
Setup,2023-12-27T15:13:20.258974320,1,2
Setup,2023-12-27T15:13:20.258994378,1,1
Setup,2023-12-27T15:13:20.258995751,1,1
Setup,2023-12-27T15:13:20.258997754,1,2
Blocked,2023-12-27T15:13:20.258999157,1,0
Blocked,2023-12-27T15:13:20.259000239,1,0
Setup,2023-12-27T15:13:20.259001772,1,2
Setup,2023-12-27T15:13:20.259003164,1,1
Setup,2023-12-27T15:13:20.259004447,1,2
Setup,2023-12-27T15:13:20.259006581,1,1
Blocked,2023-12-27T15:13:20.259007963,1,0
Blocked,2023-12-27T15:13:20.259008995,1,0
Production,2023-12-27T15:13:20.259010869,1,2
Production,2023-12-27T15:13:20.259030937,1,1
Production,2023-12-27T15:13:20.259032229,1,1
Production,2023-12-27T15:13:20.259034153,1,2
Production,2023-12-27T15:13:20.259035726,1,2
Production,2023-12-27T15:13:20.259037068,1,1
Production,2023-12-27T15:13:20.259038471,1,1
Production,2023-12-27T15:13:20.259040254,1,1
Production,2023-12-27T15:13:20.259041446,1,2
Production,2023-12-27T15:13:20.259043230,1,2
Production,2023-12-27T15:13:20.259044472,1,1
Production,2023-12-27T15:13:20.259046416,1,1
Production,2023-12-27T15:13:20.259047618,1,2
Production,2023-12-27T15:13:20.259049421,1,1
Setup,2023-12-27T15:13:20.259069619,1,1
Setup,2023-12-27T15:13:20.259071002,1,2
Setup,2023-12-27T15:13:20.259072315,1,2
Setup,2023-12-27T15:13:20.259074278,1,2
Setup,2023-12-27T15:13:20.259075521,1,1
Setup,2023-12-27T15:13:20.259077484,1,2
Production,2023-12-27T15:13:20.259079127,1,2
Production,2023-12-27T15:13:20.259080450,1,2
Setup,2023-12-27T15:13:20.259081973,1,2
Setup,2023-12-27T15:13:20.259083305,1,2
Setup,2023-12-27T15:13:20.259084798,1,1
Setup,2023-12-27T15:13:20.259104475,1,2
Setup,2023-12-27T15:13:20.259105948,1,1
Setup,2023-12-27T15:13:20.259107921,1,1
Setup,2023-12-27T15:13:20.259109144,1,1
Setup,2023-12-27T15:13:20.259110927,1,1
Setup,2023-12-27T15:13:20.259112190,1,2
Setup,2023-12-27T15:13:20.259114033,1,1
Production,2023-12-27T15:13:20.259115856,1,1
Production,2023-12-27T15:13:20.259117179,1,1
Blocked,2023-12-27T15:13:20.259118612,1,0
Blocked,2023-12-27T15:13:20.259119644,1,0
Production,2023-12-27T15:13:20.259121096,1,2
Production,2023-12-27T15:13:20.259122339,1,2
Production,2023-12-27T15:13:20.259142667,1,2
Production,2023-12-27T15:13:20.259144190,1,1
Production,2023-12-27T15:13:20.259145482,1,2
Production,2023-12-27T15:13:20.259147386,1,1
Production,2023-12-27T15:13:20.259148889,1,2
Production,2023-12-27T15:13:20.259150231,1,1
Production,2023-12-27T15:13:20.259151453,1,1
Production,2023-12-27T15:13:20.259153427,1,1
Production,2023-12-27T15:13:20.259154820,1,1
Production,2023-12-27T15:13:20.259156603,1,1
Production,2023-12-27T15:13:20.259157966,1,1
Production,2023-12-27T15:13:20.259178404,1,2
Production,2023-12-27T15:13:20.259180027,1,1
Production,2023-12-27T15:13:20.259181390,1,1
Blocked,2023-12-27T15:13:20.259182802,1,0
Blocked,2023-12-27T15:13:20.259183814,1,0
Blocked,2023-12-27T15:13:20.259185157,1,0
Blocked,2023-12-27T15:13:20.259186209,1,0
Production,2023-12-27T15:13:20.259187671,1,2
Production,2023-12-27T15:13:20.259188964,1,1
Production,2023-12-27T15:13:20.259190156,1,2
Production,2023-12-27T15:13:20.259192,1,1
Blocked,2023-12-27T15:13:20.259193352,1,0
Blocked,2023-12-27T15:13:20.259194384,1,0
Production,2023-12-27T15:13:20.259195877,1,1
Production,2023-12-27T15:13:20.259197089,1,1
Production,2023-12-27T15:13:20.259198572,1,2
Production,2023-12-27T15:13:20.259200265,1,2
Production,2023-12-27T15:13:20.259221134,1,1
Production,2023-12-27T15:13:20.259222487,1,1
Setup,2023-12-27T15:13:20.259224220,1,2
Setup,2023-12-27T15:13:20.259225503,1,2
Blocked,2023-12-27T15:13:20.259226885,1,0
Blocked,2023-12-27T15:13:20.259227897,1,0
Production,2023-12-27T15:13:20.259229711,1,1
Production,2023-12-27T15:13:20.259231043,1,1
Blocked,2023-12-27T15:13:20.259232416,1,0
Blocked,2023-12-27T15:13:20.259233548,1,0
Setup,2023-12-27T15:13:20.259235251,1,2
Setup,2023-12-27T15:13:20.259255148,1,1
Setup,2023-12-27T15:13:20.259256491,1,1
Setup,2023-12-27T15:13:20.259258515,1,1
Setup,2023-12-27T15:13:20.259259807,1,2
Setup,2023-12-27T15:13:20.259261781,1,1
Blocked,2023-12-27T15:13:20.259263224,1,0
Blocked,2023-12-27T15:13:20.259264276,1,0
Production,2023-12-27T15:13:20.259265879,1,1
Production,2023-12-27T15:13:20.259267171,1,1
Setup,2023-12-27T15:13:20.259269155,1,2
Setup,2023-12-27T15:13:20.259270427,1,2
Production,2023-12-27T15:13:20.259290405,1,2
Production,2023-12-27T15:13:20.259291747,1,2
Blocked,2023-12-27T15:13:20.259293160,1,0
Blocked,2023-12-27T15:13:20.259294162,1,0
Production,2023-12-27T15:13:20.259295655,1,2
Production,2023-12-27T15:13:20.259296867,1,2
Setup,2023-12-27T15:13:20.259298430,1,1
Setup,2023-12-27T15:13:20.259299852,1,1
Production,2023-12-27T15:13:20.259301375,1,2
Production,2023-12-27T15:13:20.259302628,1,1
Production,2023-12-27T15:13:20.259303940,1,2
Production,2023-12-27T15:13:20.259305904,1,1
Blocked,2023-12-27T15:13:20.259307337,1,0
Blocked,2023-12-27T15:13:20.259308328,1,0
Blocked,2023-12-27T15:13:20.259309671,1,0
Blocked,2023-12-27T15:13:20.259310673,1,0
Blocked,2023-12-27T15:13:20.259311985,1,0
Blocked,2023-12-27T15:13:20.259312977,1,0
Setup,2023-12-27T15:13:20.259314530,1,2
Setup,2023-12-27T15:13:20.259315823,1,2
Blocked,2023-12-27T15:13:20.259317195,1,0
Blocked,2023-12-27T15:13:20.259318207,1,0
Production,2023-12-27T15:13:20.259338605,1,2
Production,2023-12-27T15:13:20.259339998,1,2
Production,2023-12-27T15:13:20.259341581,1,2
Production,2023-12-27T15:13:20.259342863,1,2
Setup,2023-12-27T15:13:20.259344506,1,1
Setup,2023-12-27T15:13:20.259345979,1,2
Setup,2023-12-27T15:13:20.259347572,1,1
Setup,2023-12-27T15:13:20.259349416,1,1
Setup,2023-12-27T15:13:20.259369193,1,1
Setup,2023-12-27T15:13:20.259371177,1,2
Setup,2023-12-27T15:13:20.259372780,1,1
Setup,2023-12-27T15:13:20.259374343,1,1
Setup,2023-12-27T15:13:20.259375886,1,2
Setup,2023-12-27T15:13:20.259377148,1,1
Setup,2023-12-27T15:13:20.259378350,1,2
Setup,2023-12-27T15:13:20.259380264,1,1
Blocked,2023-12-27T15:13:20.259381616,1,0
Blocked,2023-12-27T15:13:20.259382648,1,0
Blocked,2023-12-27T15:13:20.259384021,1,0
Blocked,2023-12-27T15:13:20.259384993,1,0
Setup,2023-12-27T15:13:20.259386495,1,2
Setup,2023-12-27T15:13:20.259387738,1,2
Production,2023-12-27T15:13:20.259389291,1,1
Production,2023-12-27T15:13:20.259390593,1,1
Production,2023-12-27T15:13:20.259410731,1,2
Production,2023-12-27T15:13:20.259412084,1,2
Setup,2023-12-27T15:13:20.259413727,1,1
Setup,2023-12-27T15:13:20.259415149,1,1
Setup,2023-12-27T15:13:20.259417213,1,1
Setup,2023-12-27T15:13:20.259418596,1,2
Setup,2023-12-27T15:13:20.259420079,1,1
Setup,2023-12-27T15:13:20.259440447,1,2
Blocked,2023-12-27T15:13:20.259441940,1,0
Blocked,2023-12-27T15:13:20.259442972,1,0
Production,2023-12-27T15:13:20.259444575,1,2
Production,2023-12-27T15:13:20.259445857,1,1
Production,2023-12-27T15:13:20.259447099,1,1
Production,2023-12-27T15:13:20.259448933,1,2
Setup,2023-12-27T15:13:20.259450446,1,1
Setup,2023-12-27T15:13:20.259451808,1,2
Setup,2023-12-27T15:13:20.259453121,1,2
Setup,2023-12-27T15:13:20.259454894,1,1
Setup,2023-12-27T15:13:20.259456497,1,1
Setup,2023-12-27T15:13:20.259457870,1,2
Setup,2023-12-27T15:13:20.259459122,1,1
Setup,2023-12-27T15:13:20.259460956,1,2
Setup,2023-12-27T15:13:20.259481434,1,2
Setup,2023-12-27T15:13:20.259482757,1,2
Blocked,2023-12-27T15:13:20.259484189,1,0
Blocked,2023-12-27T15:13:20.259485251,1,0
Production,2023-12-27T15:13:20.259486704,1,2
Production,2023-12-27T15:13:20.259488197,1,2
Production,2023-12-27T15:13:20.259489900,1,1
Production,2023-12-27T15:13:20.259491273,1,1
Setup,2023-12-27T15:13:20.259492966,1,1
Setup,2023-12-27T15:13:20.259494268,1,1
Production,2023-12-27T15:13:20.259495871,1,1
Production,2023-12-27T15:13:20.259521309,1,2
Production,2023-12-27T15:13:20.259522722,1,1
Production,2023-12-27T15:13:20.259524946,1,1
Production,2023-12-27T15:13:20.259526218,1,1
Production,2023-12-27T15:13:20.259528072,1,2
Setup,2023-12-27T15:13:20.259529645,1,2
Setup,2023-12-27T15:13:20.259531128,1,1
Setup,2023-12-27T15:13:20.259532400,1,2
Setup,2023-12-27T15:13:20.259534504,1,1
Setup,2023-12-27T15:13:20.259554732,1,2
Setup,2023-12-27T15:13:20.259556115,1,2
Blocked,2023-12-27T15:13:20.259557547,1,0
Blocked,2023-12-27T15:13:20.259558589,1,0
Blocked,2023-12-27T15:13:20.259559912,1,0
Blocked,2023-12-27T15:13:20.259560964,1,0
Setup,2023-12-27T15:13:20.259562446,1,2
Setup,2023-12-27T15:13:20.259563819,1,2
Blocked,2023-12-27T15:13:20.259565222,1,0
Blocked,2023-12-27T15:13:20.259566244,1,0
Setup,2023-12-27T15:13:20.259567957,1,2
Setup,2023-12-27T15:13:20.259569209,1,1
Setup,2023-12-27T15:13:20.259570411,1,1
Setup,2023-12-27T15:13:20.259572315,1,2
Production,2023-12-27T15:13:20.259573948,1,2
Production,2023-12-27T15:13:20.259575271,1,1
Production,2023-12-27T15:13:20.259576503,1,2
Production,2023-12-27T15:13:20.259578386,1,2
Production,2023-12-27T15:13:20.259579679,1,1
Production,2023-12-27T15:13:20.259600207,1,1
Production,2023-12-27T15:13:20.259601510,1,1
Production,2023-12-27T15:13:20.259603403,1,1
Production,2023-12-27T15:13:20.259604626,1,2
Production,2023-12-27T15:13:20.259606620,1,1
Blocked,2023-12-27T15:13:20.259608002,1,0
Blocked,2023-12-27T15:13:20.259609104,1,0
Production,2023-12-27T15:13:20.259610597,1,1
Production,2023-12-27T15:13:20.259611829,1,2
Production,2023-12-27T15:13:20.259613142,1,1
Production,2023-12-27T15:13:20.259614965,1,1
Production,2023-12-27T15:13:20.259616137,1,1
Production,2023-12-27T15:13:20.259617911,1,2
Production,2023-12-27T15:13:20.259619604,1,2
Production,2023-12-27T15:13:20.259620816,1,1
Production,2023-12-27T15:13:20.259622008,1,1
Production,2023-12-27T15:13:20.259642567,1,2
Setup,2023-12-27T15:13:20.259724632,1,2
Setup,2023-12-27T15:13:20.259726164,1,2
Setup,2023-12-27T15:13:20.259727888,1,1
Setup,2023-12-27T15:13:20.259729180,1,2
Setup,2023-12-27T15:13:20.259730643,1,2
Setup,2023-12-27T15:13:20.259732667,1,1
Setup,2023-12-27T15:13:20.259734270,1,2
Setup,2023-12-27T15:13:20.259735652,1,2
Blocked,2023-12-27T15:13:20.259737055,1,0
Blocked,2023-12-27T15:13:20.259738047,1,0
Production,2023-12-27T15:13:20.259758926,1,2
Production,2023-12-27T15:13:20.259760219,1,2
Setup,2023-12-27T15:13:20.259762062,1,1
Setup,2023-12-27T15:13:20.259763495,1,2
Setup,2023-12-27T15:13:20.259764927,1,1
Setup,2023-12-27T15:13:20.259766761,1,1
Setup,2023-12-27T15:13:20.259768113,1,2
Setup,2023-12-27T15:13:20.259770047,1,1
Production,2023-12-27T15:13:20.259771740,1,2
Production,2023-12-27T15:13:20.259791708,1,1
Production,2023-12-27T15:13:20.259793140,1,1
Production,2023-12-27T15:13:20.259795094,1,2
Blocked,2023-12-27T15:13:20.259796447,1,0
Blocked,2023-12-27T15:13:20.259797459,1,0
Setup,2023-12-27T15:13:20.259799012,1,2
Setup,2023-12-27T15:13:20.259800254,1,1
Setup,2023-12-27T15:13:20.259801496,1,1
Setup,2023-12-27T15:13:20.259803340,1,2
Blocked,2023-12-27T15:13:20.259804712,1,0
Blocked,2023-12-27T15:13:20.259806275,1,0
Blocked,2023-12-27T15:13:20.259808129,1,0
Blocked,2023-12-27T15:13:20.259809441,1,0
Blocked,2023-12-27T15:13:20.259811224,1,0
Blocked,2023-12-27T15:13:20.259812437,1,0
Blocked,2023-12-27T15:13:20.259814280,1,0
Blocked,2023-12-27T15:13:20.259815262,1,0
Production,2023-12-27T15:13:20.259816725,1,1
Production,2023-12-27T15:13:20.259818057,1,1
Production,2023-12-27T15:13:20.259819540,1,2
Production,2023-12-27T15:13:20.259820933,1,2
Blocked,2023-12-27T15:13:20.259822285,1,0
Blocked,2023-12-27T15:13:20.259823287,1,0
